REF_DATE,GEO,DGUID,Capital and repair expenditures,North American Industry Classification System (NAICS),UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS,year
2008,Alberta,2021A000248,Capital expenditures,Oil and gas extraction [211],Dollars,81,millions,6,v95926476,10.1.9,37434.5,,,,1,2008
2008,Alberta,2021A000248,Capital expenditures,"Support activities for mining, and oil and gas extraction [213]",Dollars,81,millions,6,v95926478,10.1.11,2346.1,,,,1,2008
2008,Alberta,2021A000248,Capital expenditures,Construction [23],Dollars,81,millions,6,v95926480,10.1.13,1580.8,,,,1,2008
2008,Alberta,2021A000248,Capital expenditures,Manufacturing [31-33],Dollars,81,millions,6,v95926481,10.1.14,2844.7,,,,1,2008
2008,Alberta,2021A000248,Capital expenditures,Petroleum and coal product manufacturing [324],Dollars,81,millions,6,v95926492,10.1.25,,x,,,1,2008
2008,Alberta,2021A000248,Capital expenditures,Primary metal manufacturing [331],Dollars,81,millions,6,v95926496,10.1.29,48.3,,,,1,2008
2008,Alberta,2021A000248,Capital expenditures,Fabricated metal product manufacturing [332],Dollars,81,millions,6,v95926497,10.1.30,168.0,,,,1,2008
2008,Alberta,2021A000248,Capital expenditures,Machinery manufacturing [333],Dollars,81,millions,6,v95926498,10.1.31,107.2,,,,1,2008
2008,Alberta,2021A000248,Capital expenditures,Transportation and warehousing [48-49],Dollars,81,millions,6,v95926506,10.1.39,5021.7,,,,1,2008
2008,Alberta,2021A000248,Capital expenditures,"Professional, scientific and technical services [54]",Dollars,81,millions,6,v95926510,10.1.43,427.0,,,,1,2008
2008,Alberta,2021A000248,"Capital, construction",Oil and gas extraction [211],Dollars,81,millions,6,v95926530,10.2.9,31236.5,,,,1,2008
2008,Alberta,2021A000248,"Capital, construction","Support activities for mining, and oil and gas extraction [213]",Dollars,81,millions,6,v95926532,10.2.11,245.5,,,,1,2008
2008,Alberta,2021A000248,"Capital, construction",Construction [23],Dollars,81,millions,6,v95926534,10.2.13,219.8,,,,1,2008
2008,Alberta,2021A000248,"Capital, construction",Manufacturing [31-33],Dollars,81,millions,6,v95926535,10.2.14,332.6,,,,1,2008
2008,Alberta,2021A000248,"Capital, construction",Petroleum and coal product manufacturing [324],Dollars,81,millions,6,v95926546,10.2.25,,x,,,1,2008
2008,Alberta,2021A000248,"Capital, construction",Primary metal manufacturing [331],Dollars,81,millions,6,v95926550,10.2.29,,x,,,1,2008
2008,Alberta,2021A000248,"Capital, construction",Fabricated metal product manufacturing [332],Dollars,81,millions,6,v95926551,10.2.30,59.2,,,,1,2008
2008,Alberta,2021A000248,"Capital, construction",Machinery manufacturing [333],Dollars,81,millions,6,v95926552,10.2.31,25.9,,,,1,2008
2008,Alberta,2021A000248,"Capital, construction",Transportation and warehousing [48-49],Dollars,81,millions,6,v95926560,10.2.39,3932.9,,,,1,2008
2008,Alberta,2021A000248,"Capital, construction","Professional, scientific and technical services [54]",Dollars,81,millions,6,v95926564,10.2.43,164.2,,,,1,2008
2008,Alberta,2021A000248,"Capital, machinery and equipment",Oil and gas extraction [211],Dollars,81,millions,6,v95926584,10.3.9,6198.0,,,,1,2008
2008,Alberta,2021A000248,"Capital, machinery and equipment","Support activities for mining, and oil and gas extraction [213]",Dollars,81,millions,6,v95926586,10.3.11,2100.6,,,,1,2008
2008,Alberta,2021A000248,"Capital, machinery and equipment",Construction [23],Dollars,81,millions,6,v95926588,10.3.13,1361.0,,,,1,2008
2008,Alberta,2021A000248,"Capital, machinery and equipment",Manufacturing [31-33],Dollars,81,millions,6,v95926589,10.3.14,2512.1,,,,1,2008
2008,Alberta,2021A000248,"Capital, machinery and equipment",Petroleum and coal product manufacturing [324],Dollars,81,millions,6,v95926600,10.3.25,,x,,,1,2008
2008,Alberta,2021A000248,"Capital, machinery and equipment",Primary metal manufacturing [331],Dollars,81,millions,6,v95926604,10.3.29,,x,,,1,2008
2008,Alberta,2021A000248,"Capital, machinery and equipment",Fabricated metal product manufacturing [332],Dollars,81,millions,6,v95926605,10.3.30,108.8,,,,1,2008
2008,Alberta,2021A000248,"Capital, machinery and equipment",Machinery manufacturing [333],Dollars,81,millions,6,v95926606,10.3.31,81.3,,,,1,2008
2008,Alberta,2021A000248,"Capital, machinery and equipment",Transportation and warehousing [48-49],Dollars,81,millions,6,v95926614,10.3.39,1088.8,,,,1,2008
2008,Alberta,2021A000248,"Capital, machinery and equipment","Professional, scientific and technical services [54]",Dollars,81,millions,6,v95926618,10.3.43,262.8,,,,1,2008
2008,Alberta,2021A000248,Repair expenditures,Oil and gas extraction [211],Dollars,81,millions,6,v95926638,10.4.9,3268.3,,,,1,2008
2008,Alberta,2021A000248,Repair expenditures,"Support activities for mining, and oil and gas extraction [213]",Dollars,81,millions,6,v95926640,10.4.11,1055.1,,,,1,2008
2008,Alberta,2021A000248,Repair expenditures,Construction [23],Dollars,81,millions,6,v95926642,10.4.13,744.2,,,,1,2008
2008,Alberta,2021A000248,Repair expenditures,Manufacturing [31-33],Dollars,81,millions,6,v95926643,10.4.14,1082.7,,,,1,2008
2008,Alberta,2021A000248,Repair expenditures,Petroleum and coal product manufacturing [324],Dollars,81,millions,6,v95926654,10.4.25,,x,,,1,2008
2008,Alberta,2021A000248,Repair expenditures,Primary metal manufacturing [331],Dollars,81,millions,6,v95926658,10.4.29,38.7,,,,1,2008
2008,Alberta,2021A000248,Repair expenditures,Fabricated metal product manufacturing [332],Dollars,81,millions,6,v95926659,10.4.30,41.8,,,,1,2008
2008,Alberta,2021A000248,Repair expenditures,Machinery manufacturing [333],Dollars,81,millions,6,v95926660,10.4.31,35.7,,,,1,2008
2008,Alberta,2021A000248,Repair expenditures,Transportation and warehousing [48-49],Dollars,81,millions,6,v95926668,10.4.39,1116.6,,,,1,2008
2008,Alberta,2021A000248,Repair expenditures,"Professional, scientific and technical services [54]",Dollars,81,millions,6,v95926672,10.4.43,104.6,,,,1,2008
2008,Alberta,2021A000248,"Repair, construction",Oil and gas extraction [211],Dollars,81,millions,6,v95926692,10.5.9,767.7,,,,1,2008
2008,Alberta,2021A000248,"Repair, construction","Support activities for mining, and oil and gas extraction [213]",Dollars,81,millions,6,v95926694,10.5.11,18.3,,,,1,2008
2008,Alberta,2021A000248,"Repair, construction",Construction [23],Dollars,81,millions,6,v95926696,10.5.13,42.6,,,,1,2008
2008,Alberta,2021A000248,"Repair, construction",Manufacturing [31-33],Dollars,81,millions,6,v95926697,10.5.14,113.1,,,,1,2008
2008,Alberta,2021A000248,"Repair, construction",Petroleum and coal product manufacturing [324],Dollars,81,millions,6,v95926708,10.5.25,,x,,,1,2008
2008,Alberta,2021A000248,"Repair, construction",Primary metal manufacturing [331],Dollars,81,millions,6,v95926712,10.5.29,,x,,,1,2008
2008,Alberta,2021A000248,"Repair, construction",Fabricated metal product manufacturing [332],Dollars,81,millions,6,v95926713,10.5.30,2.8,,,,1,2008
2008,Alberta,2021A000248,"Repair, construction",Machinery manufacturing [333],Dollars,81,millions,6,v95926714,10.5.31,5.8,,,,1,2008
2008,Alberta,2021A000248,"Repair, construction",Transportation and warehousing [48-49],Dollars,81,millions,6,v95926722,10.5.39,277.6,,,,1,2008
2008,Alberta,2021A000248,"Repair, construction","Professional, scientific and technical services [54]",Dollars,81,millions,6,v95926726,10.5.43,17.5,,,,1,2008
2008,Alberta,2021A000248,"Repair, machinery and equipment",Oil and gas extraction [211],Dollars,81,millions,6,v95926746,10.6.9,2500.6,,,,1,2008
2008,Alberta,2021A000248,"Repair, machinery and equipment","Support activities for mining, and oil and gas extraction [213]",Dollars,81,millions,6,v95926748,10.6.11,1036.8,,,,1,2008
2008,Alberta,2021A000248,"Repair, machinery and equipment",Construction [23],Dollars,81,millions,6,v95926750,10.6.13,701.6,,,,1,2008
2008,Alberta,2021A000248,"Repair, machinery and equipment",Manufacturing [31-33],Dollars,81,millions,6,v95926751,10.6.14,969.6,,,,1,2008
2008,Alberta,2021A000248,"Repair, machinery and equipment",Petroleum and coal product manufacturing [324],Dollars,81,millions,6,v95926762,10.6.25,,x,,,1,2008
2008,Alberta,2021A000248,"Repair, machinery and equipment",Primary metal manufacturing [331],Dollars,81,millions,6,v95926766,10.6.29,,x,,,1,2008
2008,Alberta,2021A000248,"Repair, machinery and equipment",Fabricated metal product manufacturing [332],Dollars,81,millions,6,v95926767,10.6.30,39.0,,,,1,2008
2008,Alberta,2021A000248,"Repair, machinery and equipment",Machinery manufacturing [333],Dollars,81,millions,6,v95926768,10.6.31,29.9,,,,1,2008
2008,Alberta,2021A000248,"Repair, machinery and equipment",Transportation and warehousing [48-49],Dollars,81,millions,6,v95926776,10.6.39,839.0,,,,1,2008
2008,Alberta,2021A000248,"Repair, machinery and equipment","Professional, scientific and technical services [54]",Dollars,81,millions,6,v95926780,10.6.43,87.1,,,,1,2008
2008,British Columbia,2021A000259,Capital expenditures,Oil and gas extraction [211],Dollars,81,millions,6,v95926800,11.1.9,3640.6,,,,1,2008
2008,British Columbia,2021A000259,Capital expenditures,"Support activities for mining, and oil and gas extraction [213]",Dollars,81,millions,6,v95926802,11.1.11,50.7,,,,1,2008
2008,British Columbia,2021A000259,Capital expenditures,Construction [23],Dollars,81,millions,6,v95926804,11.1.13,835.1,,,,1,2008
2008,British Columbia,2021A000259,Capital expenditures,Manufacturing [31-33],Dollars,81,millions,6,v95926805,11.1.14,1251.6,,,,1,2008
2008,British Columbia,2021A000259,Capital expenditures,Petroleum and coal product manufacturing [324],Dollars,81,millions,6,v95926816,11.1.25,57.5,,,,1,2008
2008,British Columbia,2021A000259,Capital expenditures,Primary metal manufacturing [331],Dollars,81,millions,6,v95926820,11.1.29,201.0,,,,1,2008
2008,British Columbia,2021A000259,Capital expenditures,Fabricated metal product manufacturing [332],Dollars,81,millions,6,v95926821,11.1.30,49.9,,,,1,2008
2008,British Columbia,2021A000259,Capital expenditures,Machinery manufacturing [333],Dollars,81,millions,6,v95926822,11.1.31,27.8,,,,1,2008
2008,British Columbia,2021A000259,Capital expenditures,Transportation and warehousing [48-49],Dollars,81,millions,6,v95926830,11.1.39,2893.7,,,,1,2008
2008,British Columbia,2021A000259,Capital expenditures,"Professional, scientific and technical services [54]",Dollars,81,millions,6,v95926834,11.1.43,233.1,,,,1,2008
2008,British Columbia,2021A000259,"Capital, construction",Oil and gas extraction [211],Dollars,81,millions,6,v95926854,11.2.9,3630.1,,,,1,2008
2008,British Columbia,2021A000259,"Capital, construction","Support activities for mining, and oil and gas extraction [213]",Dollars,81,millions,6,v95926856,11.2.11,0.6,,,,1,2008
2008,British Columbia,2021A000259,"Capital, construction",Construction [23],Dollars,81,millions,6,v95926858,11.2.13,116.0,,,,1,2008
2008,British Columbia,2021A000259,"Capital, construction",Manufacturing [31-33],Dollars,81,millions,6,v95926859,11.2.14,206.7,,,,1,2008
2008,British Columbia,2021A000259,"Capital, construction",Petroleum and coal product manufacturing [324],Dollars,81,millions,6,v95926870,11.2.25,,x,,,1,2008
2008,British Columbia,2021A000259,"Capital, construction",Primary metal manufacturing [331],Dollars,81,millions,6,v95926874,11.2.29,,x,,,1,2008
2008,British Columbia,2021A000259,"Capital, construction",Fabricated metal product manufacturing [332],Dollars,81,millions,6,v95926875,11.2.30,3.7,,,,1,2008
2008,British Columbia,2021A000259,"Capital, construction",Machinery manufacturing [333],Dollars,81,millions,6,v95926876,11.2.31,4.0,,,,1,2008
2008,British Columbia,2021A000259,"Capital, construction",Transportation and warehousing [48-49],Dollars,81,millions,6,v95926884,11.2.39,1556.8,,,,1,2008
2008,British Columbia,2021A000259,"Capital, construction","Professional, scientific and technical services [54]",Dollars,81,millions,6,v95926888,11.2.43,60.0,,,,1,2008
2008,British Columbia,2021A000259,"Capital, machinery and equipment",Oil and gas extraction [211],Dollars,81,millions,6,v95926908,11.3.9,10.5,,,,1,2008
2008,British Columbia,2021A000259,"Capital, machinery and equipment","Support activities for mining, and oil and gas extraction [213]",Dollars,81,millions,6,v95926910,11.3.11,50.1,,,,1,2008
2008,British Columbia,2021A000259,"Capital, machinery and equipment",Construction [23],Dollars,81,millions,6,v95926912,11.3.13,719.1,,,,1,2008
2008,British Columbia,2021A000259,"Capital, machinery and equipment",Manufacturing [31-33],Dollars,81,millions,6,v95926913,11.3.14,1044.9,,,,1,2008
2008,British Columbia,2021A000259,"Capital, machinery and equipment",Petroleum and coal product manufacturing [324],Dollars,81,millions,6,v95926924,11.3.25,,x,,,1,2008
2008,British Columbia,2021A000259,"Capital, machinery and equipment",Primary metal manufacturing [331],Dollars,81,millions,6,v95926928,11.3.29,,x,,,1,2008
2008,British Columbia,2021A000259,"Capital, machinery and equipment",Fabricated metal product manufacturing [332],Dollars,81,millions,6,v95926929,11.3.30,46.2,,,,1,2008
2008,British Columbia,2021A000259,"Capital, machinery and equipment",Machinery manufacturing [333],Dollars,81,millions,6,v95926930,11.3.31,23.8,,,,1,2008
2008,British Columbia,2021A000259,"Capital, machinery and equipment",Transportation and warehousing [48-49],Dollars,81,millions,6,v95926938,11.3.39,1336.9,,,,1,2008
2008,British Columbia,2021A000259,"Capital, machinery and equipment","Professional, scientific and technical services [54]",Dollars,81,millions,6,v95926942,11.3.43,173.1,,,,1,2008
2008,British Columbia,2021A000259,Repair expenditures,Oil and gas extraction [211],Dollars,81,millions,6,v95926962,11.4.9,131.4,,,,1,2008
2008,British Columbia,2021A000259,Repair expenditures,"Support activities for mining, and oil and gas extraction [213]",Dollars,81,millions,6,v95926964,11.4.11,25.2,,,,1,2008
2008,British Columbia,2021A000259,Repair expenditures,Construction [23],Dollars,81,millions,6,v95926966,11.4.13,392.9,,,,1,2008
2008,British Columbia,2021A000259,Repair expenditures,Manufacturing [31-33],Dollars,81,millions,6,v95926967,11.4.14,1456.0,,,,1,2008
2008,British Columbia,2021A000259,Repair expenditures,Petroleum and coal product manufacturing [324],Dollars,81,millions,6,v95926978,11.4.25,54.4,,,,1,2008
2008,British Columbia,2021A000259,Repair expenditures,Primary metal manufacturing [331],Dollars,81,millions,6,v95926982,11.4.29,134.1,,,,1,2008
2008,British Columbia,2021A000259,Repair expenditures,Fabricated metal product manufacturing [332],Dollars,81,millions,6,v95926983,11.4.30,32.9,,,,1,2008
2008,British Columbia,2021A000259,Repair expenditures,Machinery manufacturing [333],Dollars,81,millions,6,v95926984,11.4.31,23.1,,,,1,2008
2008,British Columbia,2021A000259,Repair expenditures,Transportation and warehousing [48-49],Dollars,81,millions,6,v95926992,11.4.39,1308.7,,,,1,2008
2008,British Columbia,2021A000259,Repair expenditures,"Professional, scientific and technical services [54]",Dollars,81,millions,6,v95926996,11.4.43,36.2,,,,1,2008
2008,British Columbia,2021A000259,"Repair, construction",Oil and gas extraction [211],Dollars,81,millions,6,v95927016,11.5.9,123.2,,,,1,2008
2008,British Columbia,2021A000259,"Repair, construction","Support activities for mining, and oil and gas extraction [213]",Dollars,81,millions,6,v95927018,11.5.11,3.0,,,,1,2008
2008,British Columbia,2021A000259,"Repair, construction",Construction [23],Dollars,81,millions,6,v95927020,11.5.13,22.5,,,,1,2008
2008,British Columbia,2021A000259,"Repair, construction",Manufacturing [31-33],Dollars,81,millions,6,v95927021,11.5.14,54.9,,,,1,2008
2008,British Columbia,2021A000259,"Repair, construction",Petroleum and coal product manufacturing [324],Dollars,81,millions,6,v95927032,11.5.25,,x,,,1,2008
2008,British Columbia,2021A000259,"Repair, construction",Primary metal manufacturing [331],Dollars,81,millions,6,v95927036,11.5.29,,x,,,1,2008
2008,British Columbia,2021A000259,"Repair, construction",Fabricated metal product manufacturing [332],Dollars,81,millions,6,v95927037,11.5.30,2.1,,,,1,2008
2008,British Columbia,2021A000259,"Repair, construction",Machinery manufacturing [333],Dollars,81,millions,6,v95927038,11.5.31,1.7,,,,1,2008
2008,British Columbia,2021A000259,"Repair, construction",Transportation and warehousing [48-49],Dollars,81,millions,6,v95927046,11.5.39,505.8,,,,1,2008
2008,British Columbia,2021A000259,"Repair, construction","Professional, scientific and technical services [54]",Dollars,81,millions,6,v95927050,11.5.43,8.6,,,,1,2008
2008,British Columbia,2021A000259,"Repair, machinery and equipment",Oil and gas extraction [211],Dollars,81,millions,6,v95927070,11.6.9,8.2,,,,1,2008
2008,British Columbia,2021A000259,"Repair, machinery and equipment","Support activities for mining, and oil and gas extraction [213]",Dollars,81,millions,6,v95927072,11.6.11,22.2,,,,1,2008
2008,British Columbia,2021A000259,"Repair, machinery and equipment",Construction [23],Dollars,81,millions,6,v95927074,11.6.13,370.4,,,,1,2008
2008,British Columbia,2021A000259,"Repair, machinery and equipment",Manufacturing [31-33],Dollars,81,millions,6,v95927075,11.6.14,1401.1,,,,1,2008
2008,British Columbia,2021A000259,"Repair, machinery and equipment",Petroleum and coal product manufacturing [324],Dollars,81,millions,6,v95927086,11.6.25,,x,,,1,2008
2008,British Columbia,2021A000259,"Repair, machinery and equipment",Primary metal manufacturing [331],Dollars,81,millions,6,v95927090,11.6.29,,x,,,1,2008
2008,British Columbia,2021A000259,"Repair, machinery and equipment",Fabricated metal product manufacturing [332],Dollars,81,millions,6,v95927091,11.6.30,30.8,,,,1,2008
2008,British Columbia,2021A000259,"Repair, machinery and equipment",Machinery manufacturing [333],Dollars,81,millions,6,v95927092,11.6.31,21.4,,,,1,2008
2008,British Columbia,2021A000259,"Repair, machinery and equipment",Transportation and warehousing [48-49],Dollars,81,millions,6,v95927100,11.6.39,802.9,,,,1,2008
2008,British Columbia,2021A000259,"Repair, machinery and equipment","Professional, scientific and technical services [54]",Dollars,81,millions,6,v95927104,11.6.43,27.6,,,,1,2008
2009,Canada,2021A000011124,Capital expenditures,Oil and gas extraction [211],Dollars,81,millions,6,v95923560,1.1.9,26938.1,,,,1,2009
2009,Canada,2021A000011124,Capital expenditures,"Support activities for mining, and oil and gas extraction [213]",Dollars,81,millions,6,v95923562,1.1.11,2049.9,,,,1,2009
2009,Canada,2021A000011124,Capital expenditures,Construction [23],Dollars,81,millions,6,v95923564,1.1.13,4916.2,,,,1,2009
2009,Canada,2021A000011124,Capital expenditures,Manufacturing [31-33],Dollars,81,millions,6,v95923565,1.1.14,12013.5,,,,1,2009
2009,Canada,2021A000011124,Capital expenditures,Petroleum and coal product manufacturing [324],Dollars,81,millions,6,v95923576,1.1.25,1771.1,,,,1,2009
2009,Canada,2021A000011124,Capital expenditures,Primary metal manufacturing [331],Dollars,81,millions,6,v95923580,1.1.29,948.0,,,,1,2009
2009,Canada,2021A000011124,Capital expenditures,Fabricated metal product manufacturing [332],Dollars,81,millions,6,v95923581,1.1.30,750.4,,,,1,2009
2009,Canada,2021A000011124,Capital expenditures,Machinery manufacturing [333],Dollars,81,millions,6,v95923582,1.1.31,600.1,,,,1,2009
2009,Canada,2021A000011124,Capital expenditures,Transportation and warehousing [48-49],Dollars,81,millions,6,v95923590,1.1.39,15078.7,,,,1,2009
2009,Canada,2021A000011124,Capital expenditures,"Professional, scientific and technical services [54]",Dollars,81,millions,6,v95923594,1.1.43,1958.2,,,,1,2009
2009,Canada,2021A000011124,"Capital, construction",Oil and gas extraction [211],Dollars,81,millions,6,v95923614,1.2.9,21423.4,,,,1,2009
2009,Canada,2021A000011124,"Capital, construction","Support activities for mining, and oil and gas extraction [213]",Dollars,81,millions,6,v95923616,1.2.11,687.8,,,,1,2009
2009,Canada,2021A000011124,"Capital, construction",Construction [23],Dollars,81,millions,6,v95923618,1.2.13,683.3,,,,1,2009
2009,Canada,2021A000011124,"Capital, construction",Manufacturing [31-33],Dollars,81,millions,6,v95923619,1.2.14,2347.8,,,,1,2009
2009,Canada,2021A000011124,"Capital, construction",Petroleum and coal product manufacturing [324],Dollars,81,millions,6,v95923630,1.2.25,551.1,,,,1,2009
2009,Canada,2021A000011124,"Capital, construction",Primary metal manufacturing [331],Dollars,81,millions,6,v95923634,1.2.29,353.8,,,,1,2009
2009,Canada,2021A000011124,"Capital, construction",Fabricated metal product manufacturing [332],Dollars,81,millions,6,v95923635,1.2.30,75.4,,,,1,2009
2009,Canada,2021A000011124,"Capital, construction",Machinery manufacturing [333],Dollars,81,millions,6,v95923636,1.2.31,114.3,,,,1,2009
2009,Canada,2021A000011124,"Capital, construction",Transportation and warehousing [48-49],Dollars,81,millions,6,v95923644,1.2.39,10061.3,,,,1,2009
2009,Canada,2021A000011124,"Capital, construction","Professional, scientific and technical services [54]",Dollars,81,millions,6,v95923648,1.2.43,518.4,,,,1,2009
2009,Canada,2021A000011124,"Capital, machinery and equipment",Oil and gas extraction [211],Dollars,81,millions,6,v95923668,1.3.9,5514.7,,,,1,2009
2009,Canada,2021A000011124,"Capital, machinery and equipment","Support activities for mining, and oil and gas extraction [213]",Dollars,81,millions,6,v95923670,1.3.11,1362.1,,,,1,2009
2009,Canada,2021A000011124,"Capital, machinery and equipment",Construction [23],Dollars,81,millions,6,v95923672,1.3.13,4232.9,,,,1,2009
2009,Canada,2021A000011124,"Capital, machinery and equipment",Manufacturing [31-33],Dollars,81,millions,6,v95923673,1.3.14,9665.7,,,,1,2009
2009,Canada,2021A000011124,"Capital, machinery and equipment",Petroleum and coal product manufacturing [324],Dollars,81,millions,6,v95923684,1.3.25,1220.0,,,,1,2009
2009,Canada,2021A000011124,"Capital, machinery and equipment",Primary metal manufacturing [331],Dollars,81,millions,6,v95923688,1.3.29,594.2,,,,1,2009
2009,Canada,2021A000011124,"Capital, machinery and equipment",Fabricated metal product manufacturing [332],Dollars,81,millions,6,v95923689,1.3.30,675.0,,,,1,2009
2009,Canada,2021A000011124,"Capital, machinery and equipment",Machinery manufacturing [333],Dollars,81,millions,6,v95923690,1.3.31,485.8,,,,1,2009
2009,Canada,2021A000011124,"Capital, machinery and equipment",Transportation and warehousing [48-49],Dollars,81,millions,6,v95923698,1.3.39,5017.4,,,,1,2009
2009,Canada,2021A000011124,"Capital, machinery and equipment","Professional, scientific and technical services [54]",Dollars,81,millions,6,v95923702,1.3.43,1439.8,,,,1,2009
2009,Canada,2021A000011124,Repair expenditures,Oil and gas extraction [211],Dollars,81,millions,6,v95923722,1.4.9,3922.2,,,,1,2009
2009,Canada,2021A000011124,Repair expenditures,"Support activities for mining, and oil and gas extraction [213]",Dollars,81,millions,6,v95923724,1.4.11,567.9,,,,1,2009
2009,Canada,2021A000011124,Repair expenditures,Construction [23],Dollars,81,millions,6,v95923726,1.4.13,2313.5,,,,1,2009
2009,Canada,2021A000011124,Repair expenditures,Manufacturing [31-33],Dollars,81,millions,6,v95923727,1.4.14,8907.1,,,,1,2009
2009,Canada,2021A000011124,Repair expenditures,Petroleum and coal product manufacturing [324],Dollars,81,millions,6,v95923738,1.4.25,540.0,,,,1,2009
2009,Canada,2021A000011124,Repair expenditures,Primary metal manufacturing [331],Dollars,81,millions,6,v95923742,1.4.29,1440.6,,,,1,2009
2009,Canada,2021A000011124,Repair expenditures,Fabricated metal product manufacturing [332],Dollars,81,millions,6,v95923743,1.4.30,451.1,,,,1,2009
2009,Canada,2021A000011124,Repair expenditures,Machinery manufacturing [333],Dollars,81,millions,6,v95923744,1.4.31,275.8,,,,1,2009
2009,Canada,2021A000011124,Repair expenditures,Transportation and warehousing [48-49],Dollars,81,millions,6,v95923752,1.4.39,7448.9,,,,1,2009
2009,Canada,2021A000011124,Repair expenditures,"Professional, scientific and technical services [54]",Dollars,81,millions,6,v95923756,1.4.43,473.7,,,,1,2009
2009,Canada,2021A000011124,"Repair, construction",Oil and gas extraction [211],Dollars,81,millions,6,v95923776,1.5.9,1033.0,,,,1,2009
2009,Canada,2021A000011124,"Repair, construction","Support activities for mining, and oil and gas extraction [213]",Dollars,81,millions,6,v95923778,1.5.11,65.6,,,,1,2009
2009,Canada,2021A000011124,"Repair, construction",Construction [23],Dollars,81,millions,6,v95923780,1.5.13,132.3,,,,1,2009
2009,Canada,2021A000011124,"Repair, construction",Manufacturing [31-33],Dollars,81,millions,6,v95923781,1.5.14,970.3,,,,1,2009
2009,Canada,2021A000011124,"Repair, construction",Petroleum and coal product manufacturing [324],Dollars,81,millions,6,v95923792,1.5.25,67.6,,,,1,2009
2009,Canada,2021A000011124,"Repair, construction",Primary metal manufacturing [331],Dollars,81,millions,6,v95923796,1.5.29,179.3,,,,1,2009
2009,Canada,2021A000011124,"Repair, construction",Fabricated metal product manufacturing [332],Dollars,81,millions,6,v95923797,1.5.30,41.9,,,,1,2009
2009,Canada,2021A000011124,"Repair, construction",Machinery manufacturing [333],Dollars,81,millions,6,v95923798,1.5.31,66.7,,,,1,2009
2009,Canada,2021A000011124,"Repair, construction",Transportation and warehousing [48-49],Dollars,81,millions,6,v95923806,1.5.39,2106.6,,,,1,2009
2009,Canada,2021A000011124,"Repair, construction","Professional, scientific and technical services [54]",Dollars,81,millions,6,v95923810,1.5.43,109.1,,,,1,2009
2009,Canada,2021A000011124,"Repair, machinery and equipment",Oil and gas extraction [211],Dollars,81,millions,6,v95923830,1.6.9,2889.2,,,,1,2009
2009,Canada,2021A000011124,"Repair, machinery and equipment","Support activities for mining, and oil and gas extraction [213]",Dollars,81,millions,6,v95923832,1.6.11,502.3,,,,1,2009
2009,Canada,2021A000011124,"Repair, machinery and equipment",Construction [23],Dollars,81,millions,6,v95923834,1.6.13,2181.2,,,,1,2009
2009,Canada,2021A000011124,"Repair, machinery and equipment",Manufacturing [31-33],Dollars,81,millions,6,v95923835,1.6.14,7936.8,,,,1,2009
2009,Canada,2021A000011124,"Repair, machinery and equipment",Petroleum and coal product manufacturing [324],Dollars,81,millions,6,v95923846,1.6.25,472.4,,,,1,2009
2009,Canada,2021A000011124,"Repair, machinery and equipment",Primary metal manufacturing [331],Dollars,81,millions,6,v95923850,1.6.29,1261.3,,,,1,2009
2009,Canada,2021A000011124,"Repair, machinery and equipment",Fabricated metal product manufacturing [332],Dollars,81,millions,6,v95923851,1.6.30,409.2,,,,1,2009
2009,Canada,2021A000011124,"Repair, machinery and equipment",Machinery manufacturing [333],Dollars,81,millions,6,v95923852,1.6.31,209.1,,,,1,2009
2009,Canada,2021A000011124,"Repair, machinery and equipment",Transportation and warehousing [48-49],Dollars,81,millions,6,v95923860,1.6.39,5342.3,,,,1,2009
2009,Canada,2021A000011124,"Repair, machinery and equipment","Professional, scientific and technical services [54]",Dollars,81,millions,6,v95923864,1.6.43,364.6,,,,1,2009
2009,Newfoundland and Labrador,2021A000210,Capital expenditures,Oil and gas extraction [211],Dollars,81,millions,6,v95923884,2.1.9,1015.0,,,,1,2009
2009,Newfoundland and Labrador,2021A000210,Capital expenditures,"Support activities for mining, and oil and gas extraction [213]",Dollars,81,millions,6,v95923886,2.1.11,2.2,,,,1,2009
2009,Newfoundland and Labrador,2021A000210,Capital expenditures,Construction [23],Dollars,81,millions,6,v95923888,2.1.13,80.8,,,,1,2009
2009,Newfoundland and Labrador,2021A000210,Capital expenditures,Manufacturing [31-33],Dollars,81,millions,6,v95923889,2.1.14,220.4,,,,1,2009
2009,Newfoundland and Labrador,2021A000210,Capital expenditures,Petroleum and coal product manufacturing [324],Dollars,81,millions,6,v95923900,2.1.25,,..,,,1,2009
2009,Newfoundland and Labrador,2021A000210,Capital expenditures,Primary metal manufacturing [331],Dollars,81,millions,6,v95923904,2.1.29,,..,,,1,2009
2009,Newfoundland and Labrador,2021A000210,Capital expenditures,Fabricated metal product manufacturing [332],Dollars,81,millions,6,v95923905,2.1.30,,..,,,1,2009
2009,Newfoundland and Labrador,2021A000210,Capital expenditures,Machinery manufacturing [333],Dollars,81,millions,6,v95923906,2.1.31,,..,,,1,2009
2009,Newfoundland and Labrador,2021A000210,Capital expenditures,Transportation and warehousing [48-49],Dollars,81,millions,6,v95923914,2.1.39,210.4,,,,1,2009
